target_rank,feasible,Prestiz,Absolwenci,PotencjalNaukowy,Innowacyjnosc,EfektywnoscNaukowa,WarunkiKsztalcenia,Umiedzynarodowienie
4,True,0.0,0.0,0.0,0.0,0.6136075538780039,0.0,7.876046271384385
4,True,0.0,0.0,0.0,0.0,2.290760425045524,0.0,2.1419602179336805
4,True,0.0,0.0,0.0,0.0,2.0686194730022978,0.0,2.8664333905732087
4,True,0.0,0.0,0.0,0.0,2.1222888732576606,0.0,2.6869573751891473
4,True,0.0,0.0,0.0,0.0,0.3612255835561129,0.0,8.798054039247294
4,True,0.0,0.0,0.0,0.0,0.9179601764208623,0.0,6.786565258740318
4,True,0.0,0.0,0.0,0.0,1.317008540358633,0.0,5.398285071930175
4,True,0.0,0.0,0.0,0.0,2.0720500511526074,0.0,2.8612463268489874
4,True,0.0,0.0,0.0,0.0,1.1682860156063013,0.0,5.912678618247302
4,True,0.0,0.0,0.0,0.0,1.7542396661267556,0.0,3.907289154612237
4,True,0.0,0.0,0.0,0.0,2.1625410669449563,0.0,2.556984311264199
4,True,0.0,0.0,0.0,0.0,0.4752261173139094,0.0,8.382418743853194
4,True,0.0,0.0,0.0,0.0,0.2986444447627412,0.0,9.030451742958324
4,True,0.0,0.0,0.0,0.0,0.238254202855126,0.0,9.262262574271741
4,True,0.0,0.0,0.0,0.0,0.8663377972820352,0.0,6.970906169241453
4,True,0.0,0.0,0.0,0.0,0.864759230405121,0.0,6.97693065041941
4,True,0.0,0.0,0.0,0.0,0.6443249971921916,0.0,7.7649533598351805
4,True,0.0,0.0,0.0,0.0,0.10007955760936715,0.0,9.771895268663567
4,True,0.0,0.0,0.0,0.0,2.6955704292263016,0.0,0.8425496136031274
4,True,0.0,0.0,0.0,0.0,2.017348717614209,0.0,3.0333592084811456
4,True,0.0,0.0,0.0,0.0,1.2235993284810953,0.0,5.724926336203573
4,True,0.0,0.0,0.0,0.0,0.4400294062408716,0.0,8.521154557363609
4,True,0.0,0.0,0.0,0.0,2.3565331700121206,0.0,1.9341349499468974
4,True,0.0,0.0,0.0,0.0,0.38661778856130535,0.0,8.706869177933852
4,True,0.0,0.0,0.0,0.0,0.6510754239621885,0.0,7.760755225805038
4,True,0.0,0.0,0.0,0.0,0.3969647105109386,0.0,8.678603267727414
4,True,0.0,0.0,0.0,0.0,1.6783378284865091,0.0,4.162871822985171
4,True,0.0,0.0,0.0,0.0,1.4588228396364755,0.0,4.905985897600884
4,True,0.0,0.0,0.0,0.0,0.8472016029372753,0.0,7.042132723826677
4,True,0.0,0.0,0.0,0.0,0.05364698554918279,0.0,9.967766013960533
4,True,0.0,0.0,0.0,0.0,1.6188333237329933,0.0,4.364312690345007
4,True,0.0,0.0,0.0,0.0,1.7212225906289569,0.0,4.018520417968007
4,True,0.0,0.0,0.0,0.0,2.498881048314028,0.0,1.4826377767077625
